CD4 Lean 6,CD4 Lean,8.331326,7.722807,7.840198,8.102197,7.823805,7.99129,17.120246,16.49409,16.471022,9.071171,8.891175,9.172571
CD4 Lean 7,CD4 Lean,7.196826,7.081872,6.76824,7.085404,6.995694,7.142171,14.856841,13.945219,13.571225,8.178114,7.954877,7.91611
CD4 Lean 7,CD4 Lean,6.823727,6.781689,6.103758,6.631918,6.418316,6.574402,12.911738,12.397765,12.396601,7.389646,7.208662,7.141438
CD4 Lean 7,CD4 Lean,5.855589,5.335769,5.43296,5.969466,5.894799,5.727625,14.10694,13.009978,13.198928,7.599948,7.019214,7.084901
CD4 Lean 7,CD4 Lean,5.371418,5.593155,5.844229,5.606193,5.309664,5.706096,11.789307,11.0721,10.781576,6.767137,6.512955,6.214863
CD4 Lean 8,CD4 Lean,13.31978,12.303163,11.733867,13.104211,12.877961,13.319927,28.122337,27.629211,27.005851,15.35522,14.74334,14.82025
CD4 Lean 8,CD4 Lean,12.460652,12.100105,12.146358,13.732063,13.322753,13.316177,33.592054,30.829706,29.797912,16.071827,16.433696,16.050013
CD4 Lean 8,CD4 Lean,12.131005,11.145589,10.969547,11.279875,11.206477,11.661077,24.692965,23.768111,23.329216,13.807694,13.805912,13.64117
CD4 Lean 9,CD4 Lean,11.857431,11.333255,11.027103,11.765167,11.693035,11.559772,24.627478,22.822235,22.221478,13.698101,13.205247,13.170295
CD4 Lean 9,CD4 Lean,10.736272,10.674831,10.292115,10.56376,10.381995,10.819426,23.685526,21.846809,21.363028,13.019811,12.261199,11.644866
CD4 Lean 9,CD4 Lean,12.005806,11.668525,11.560314,11.702629,11.609287,11.582149,25.40663,23.840552,23.066216,14.103558,13.744243,13.46102
CD4 Lean 9,CD4 Lean,18.643066,18.053616,17.613819,18.398507,18.046652,18.237369,37.030249,35.48469,35.128451,21.789717,20.868386,21.161858
CD8 HF 010,CD8 HF,14.087288,12.955428,12.707718,15.785755,14.776265,14.860637,47.368734,44.420841,44.23162,24.237541,24.410284,24.675155
CD8 HF 010,CD8 HF,10.065737,9.187316,8.848089,9.83921,9.693643,9.554231,20.846134,21.106689,20.905775,11.236522,10.958657,10.644615
CD8 HF 010,CD8 HF,15.355307,15.067439,15.315207,14.119934,13.179741,13.845591,39.650046,38.601232,38.977188,19.111999,20.133255,20.74598
CD8 HF 010,CD8 HF,10.672819,10.339594,9.810225,11.487776,10.496975,10.871645,31.300314,29.986142,30.460403,17.753116,18.060502,18.374412
CD8 HF 011,CD8 HF,17.627432,16.668055,16.685593,17.743423,16.761066,17.286078,53.92917,49.704055,47.36738,26.297214,26.151689,26.037219
